2005;main;Rudolf K. Keller;Zuhlke Engineering AG;Switzerland;;
2005;main;Spiros Mancoridis;Drexel University;USA;;
2005;main;Stephen Schach;Vanderbilt University;USA;;
2005;main;Thierry Bodhuin;University of Sannio;Italy;;
2005;main;Tibor Gyimothy;University of Szeged;Hungary;;
2005;main;Tom Mens;Vrije Universiteit Brussel;Belgium;;
2005;main;Vaclav Rajlich;Wayne State University;USA;;
2004;main;Claudio Riva;Nokia Research Center;Finalnd;;
2004;main;Gerardo Canfora;University of Sannio;Italy;;
2004;main;Tarja Systä;Tampere University of Technology;Finland;;
2004;main;Arie van Deursen;The Netherlands;;;
2004;main;Chris Verhoef;The Netherlands;;;
2004;main;Christine Hofmeister;USA;;;
2004;main;Damir Kalpic;Croatia;;;
2004;main;Derek Rayside;Canada;;;
2004;main;Eleni Stroulia;Canada;;;
2004;main;Fernando Brito e Abreu;Portugal;;;
2004;main;Francoise Balmas;France;;;
2004;main;Giuseppe Antonio di Lucca;Italy;;;
2004;main;Giuseppe Visaggio;Italy;;;
2004;main;Harald Gall;Austria;;;
2004;main;Harry Sneed;Hungary;;;
2004;main;Hausi Müller;Canada;;;
2004;main;Jan Bosch;The Netherlands;;;
2004;main;Jan Madey;Poland;;;
2004;main;Jean-Francois Girard;Germany;;;
2004;main;Jens Krinke;Germany;;;
2004;main;Jianli Xu;Finland;;;
